symbol,0_ax,0_ay,0_az,0_gx,0_gy,0_gz,1_ax,1_ay,1_az,1_gx,1_gy,1_gz,2_ax,2_ay,2_az,2_gx,2_gy,2_gz,3_ax,3_ay,3_az,3_gx,3_gy,3_gz,4_ax,4_ay,4_az,4_gx,4_gy,4_gz,5_ax,5_ay,5_az,5_gx,5_gy,5_gz
0,-0.170595556,-0.632700026,-9.251068115,0.003552296,-0.064024523,0.702693403,-2.156088591,-2.980932951,-8.505834579,0.316649169,0.219796881,0.617588758,-1.990281582,-3.881797314,-6.998608112,0.264948547,0.522152424,0.200965658,-2.752873659,-5.205858231,-7.184168339,0.087879077,0.112490684,0.249151558,0.47766757,-7.387685776,-6.180946827,0.440767258,-0.391003489,0.312427521,7.709123611,-3.487931013,-3.421488523,-0.265375435,-0.658569753,0.11990764
0,-0.347775519,0.700938284,-9.271419525,-0.374356002,0.098297611,0.157536045,-3.736342192,-3.544796228,-7.873733521,0.083885364,0.093028478,0.204259887,-3.005474806,-3.45800209,-6.101335526,-0.026538856,0.108157754,0.204161495,-4.989770412,-5.670955658,-6.686747551,0.178427935,0.020077584,-0.000789919,-2.356613159,-7.994647026,-5.736799717,-0.022629825,-0.100581348,0.289923489,7.16800642,-2.887554407,-4.565376759,0.006670599,0.10896495,0.015510141
0,-0.484850556,0.899068534,-9.73711586,0.13617973,-0.05736652,0.096681885,-4.321155548,-3.517860174,-8.45076561,0.047399502,0.087702081,0.103191391,-2.843858004,-3.732750654,-6.577207088,-0.001771082,0.077264614,0.154892266,-4.5815382,-5.246562004,-6.455695152,0.088944353,0.087456584,0.109732948,-1.720321536,-7.166809559,-6.069012165,0.131569549,0.06094183,0.130530864,7.853980541,-3.334694386,-4.463019371,-0.141403407,-0.047364987,0.100199953
0,-0.671009243,0.696149588,-9.662293434,-0.018019637,0.021730566,0.139559433,-3.979964495,-3.320328474,-8.1754179,0.075363122,-0.05784189,0.071366131,-2.894737244,-3.424481392,-6.514356136,0.075461768,-0.069877274,0.053024806,-5.063994408,-5.570394039,-6.32580328,0.042870969,-0.064745389,0.063260078,-2.175243139,-7.573246002,-5.594935894,0.021712482,-0.045453075,0.089251235,7.270962715,-3.249695778,-4.804210663,-0.022890938,-0.105689101,0.004457854
0,-0.805689931,1.59701395,-9.947217941,-0.10763637,-0.001572447,-0.024626944,-4.585728645,-3.383777857,-7.994647026,-0.021843739,0.001281186,0.015039419,-3.50948,-3.551979303,-6.252177715,-0.01468761,-0.102634653,0.134252459,-5.781094551,-5.483599663,-5.828382492,-0.036625601,-0.032254327,0.236368179,-2.432632923,-7.071036339,-5.323778629,0.009728075,0.04642738,-0.062551253,7.206315994,-2.91628623,-4.830548286,0.05673879,-0.095568933,0.080891743
0,-0.798506975,1.643104672,-9.977147102,-0.117090739,-0.025940742,-0.044467796,-4.990967751,-3.178464651,-7.982076645,-0.048475754,-0.0804791,-0.004002472,-4.026653767,-3.31254673,-6.013343811,-0.004700604,-0.110890575,0.031452876,-5.781094551,-5.710462093,-5.802044868,0.01264363,-0.109886654,-0.117038667,-3.616027355,-8.806323051,-5.78348875,-0.090275146,-0.243328959,0.094178163,6.986038208,-2.968362808,-5.410573006,-0.078685015,0.11788667,-0.217786312
0,-0.448935688,1.727504611,-9.118782043,-0.037993647,0.244241059,0.135165155,-3.914120674,-1.89391005,-7.680990219,-0.162327617,-0.15331766,-0.099211931,-2.845653772,-1.38451767,-6.243198872,-0.013356009,-0.629149616,-0.1954519,-6.833998203,-6.355732441,-5.233991623,0.15792127,-1.057187438,0.237433463,-5.058008671,-10.38238621,-3.653139353,-0.074295938,-0.685287237,-0.342853218,5.711060524,-4.577348232,-7.714510918,1.499528289,0.479416281,-0.915811479
0,0.784141004,0.742240369,-8.461540222,0.603571594,0.361155599,-0.650612473,-2.990510225,0.47766757,-7.779157639,-0.455013484,0.16240488,0.474441707,-3.806974649,1.513212562,-5.263321877,0.243776098,-1.037418365,1.997295141,-7.126105785,-3.800390244,-3.994330406,1.072065234,-1.093273878,1.817377806,-7.655849934,-6.969277859,-2.175243139,1.087525725,-0.474761158,0.917906404,3.37898922,-1.030756354,-7.842607498,-0.546210051,-0.837803245,0.766266644
0,0.666819155,7.558281422,-7.529549599,-0.713514745,-0.607584,0.304278463,-10.19622707,0.830231726,-3.512472868,0.749952078,-0.731365561,0.43822214,-9.371382713,-2.330874205,-0.147849485,0.889868796,-0.443391293,0.526941538,-10.6948452,-3.475959539,1.205541968,0.667125404,-0.179263055,0.493899763,-7.329623222,-4.863470078,1.322265267,0.345424622,0.043631017,0.206165791,0.081407003,0.806288481,-7.97190094,-0.134745404,-0.251765698,0.17743279
0,2.806147337,7.766587734,-4.910159111,0.082249902,0.113477863,0.119585425,-9.698207855,2.07587862,-3.01445365,0.006652518,0.046688773,-0.084963799,-8.987093925,0.04609073,0.26277703,-0.067285843,0.072604015,-0.085861154,-10.85466671,-3.355644703,0.882906854,-0.718804717,0.543663025,-0.785102785,-6.3084445,-7.206914425,1.727504611,-1.771554351,0.129918754,-1.673521876,2.578686714,-2.136335373,-7.602576256,1.974110723,1.476518989,-1.78561306
0,-1.361771584,4.003907681,-7.979083538,1.511989713,0.741327643,-2.140806913,-5.874473095,-2.385943651,-7.898873806,-1.340661168,0.711823344,-1.334537983,-4.405555725,-1.267195821,-6.414393425,-1.575190544,0.094575427,-0.403181612,-5.788876057,-1.557507515,-7.187759876,-1.30377686,-0.093641125,0.034364343,-4.460026264,-4.113448143,-6.893856525,-0.867264211,-0.117226355,0.174873173,8.168235779,0.833224654,-3.912923574,-0.534891427,0.028136779,-0.41726011
0,3.582506895,0.257389784,-9.064909935,0.374269962,0.018801045,0.100410372,-3.26166749,1.480889201,-8.975721359,-0.061125964,0.326058626,0.762866437,-2.746887922,1.491065145,-7.4960289,0.37067765,0.314422727,0.253697038,-5.122056961,-0.743437529,-8.228093147,0.167641968,0.180668637,-0.335687518,-3.186844826,-4.735972404,-8.156263351,0.070449069,0.160279244,-1.10839057,9.360010147,0.435766906,-3.466382027,1.893815279,0.685281754,-0.182898372
0,0.829633176,-1.566486239,-8.9122715,1.072827697,-1.160464644,-2.136412621,0.211897641,-1.446171522,-9.489303589,-0.280174285,-0.018160185,-0.86035496,-0.516575336,-0.122709088,-8.25921917,-0.174080223,-0.207831115,0.045834165,-4.296613693,-1.966936946,-8.788365364,0.005852465,-0.137983426,0.346891046,-1.846622109,-4.099081993,-8.263409615,-0.037810072,-0.015358897,0.146376908,10.03101921,0.404042125,-1.938803673,-0.126489475,-0.064808957,0.067975216
0,0.154433876,-1.752046347,-9.886760712,-0.351319313,0.254228055,0.433443725,-2.379359245,-0.8571679,-9.725144386,-0.229573458,-0.07834854,0.074029334,-1.308497906,0.926004708,-7.643280029,-0.07687337,-0.029263448,0.263284564,-4.206228256,-1.303709269,-8.280768394,0.14620319,0.061224051,0.175247699,-2.212953568,-4.180489063,-7.975492477,0.264729619,0.242039531,0.858916521,9.620990753,0.551891625,-2.080667257,-0.674975872,-0.294510096,0.179962844
0,1.458143115,-0.632101476,-10.11901093,-0.093654566,0.211616844,0.178042695,-3.203006506,0.147849485,-9.573104858,-0.024906421,-0.094993554,0.276698977,-2.944419622,0.240030944,-7.968309402,0.153094098,-0.106762618,0.11134892,-6.064223289,-1.671237946,-8.019188881,0.440353811,-0.139714509,0.827066302,-4.637804985,-3.762081146,-8.058096886,0.428117037,0.264543593,1.636571407,8.918855667,1.723913074,-3.365820646,-2.140136242,-0.79985261,0.342418134
0,3.238921404,0.690163791,-9.018219948,-0.917382836,0.840798199,1.198315263,-4.040421486,2.660093546,-8.723119736,-0.119316921,-0.575168788,0.424772978,-4.782661438,2.487103701,-6.76995039,0.152428284,-0.233531013,0.086714305,-7.190154076,0.243622437,-6.875899315,0.118505895,-0.098434888,-0.225031495,-5.538669109,-2.433231354,-6.619706631,0.191624746,-0.302052557,-0.179865286,7.190154076,2.47094202,-5.502155781,0.323458433,-0.39651072,0.103662111
0,3.177267551,2.715162992,-8.696782112,-0.275817543,-0.180006951,-0.100927673,-5.608703136,2.528405905,-7.883310795,0.15432705,-0.102983154,-0.337568462,-5.179520607,1.078642845,-5.691307545,0.168940142,-0.053764902,-0.286400229,-7.948555946,-0.321437955,-5.639230728,0.137947261,-0.007087071,-0.380429298,-6.423970699,-5.08913517,-5.732010841,0.265129119,0.138840482,-0.307166308,7.342792034,0.620728433,-6.550271034,0.199619561,0.183667749,0.188618243
0,1.440185666,3.138958454,-9.431241035,0.139242411,-0.146450609,0.016253199,-5.206456661,0.743437529,-8.010808945,0.251134425,0.057208419,-0.132368788,-4.915546417,-0.079012685,-6.24439621,0.351369441,0.053029481,-0.17228204,-7.677997589,-3.1964221,-5.894824982,0.16937305,-0.041309211,-0.012508006,-5.381242752,-5.560218334,-5.872677326,0.089890443,-0.006836652,-0.001164456,7.418213367,-0.177778542,-5.917571068,0.046085984,0.030267339,0.126698807
0,0.101160176,2.861815453,-9.615604401,0.036709156,-0.113959551,-0.003853973,-5.14180994,-0.509990931,-7.967710495,0.050861664,0.052148338,-0.073245712,-4.849702835,-0.799105525,-6.432949066,0.089576736,-0.220215008,0.113346323,-7.142267704,-3.316138268,-5.50155735,-0.048743166,-0.049964618,-0.054320272,-5.113078117,-5.711060524,-5.333954811,0.139692307,-0.026011704,-0.061219651,7.472085476,-0.828436017,-6.172566414,0.149285048,-0.045767065,0.072103173
0,0.002992905,3.049769878,-9.613808632,0.040570799,0.047297303,-0.038741913,-5.978626251,-0.62611562,-7.814474106,-0.0226427,0.063866422,-0.05034218,-5.134627342,-1.096600294,-5.813417912,0.016205529,-0.024070205,0.02199851,-7.373319626,-3.27782917,-5.327370167,0.04926265,-0.04104289,0.017985653,-5.048431396,-6.006759644,-5.340538979,0.110796578,-0.038795073,-0.032856554,7.310468674,-0.781746686,-6.005562305,0.061532553,-0.028323095,0.086750783
0,-0.417210907,2.951004028,-9.5916605,0.00981082,-0.033264548,-0.057916965,-6.147426128,-0.975686908,-7.798312187,-0.068849251,0.034571208,-0.057133343,-5.456663609,-1.570676327,-5.682328701,-0.053703513,0.023867423,-0.030866042,-7.463107109,-3.351454496,-5.348918915,-0.012390465,0.01222114,-0.029019855,-5.205858231,-6.425167561,-5.298638344,-0.029021509,0.034442972,-0.006357699,7.343989372,-0.897272825,-5.86729002,-0.037671708,0.006032205,0.039878435
0,-0.468688875,2.65231204,-9.57729435,-0.08526548,0.072331399,0.025574405,-6.03249836,-0.90625155,-7.854578972,-0.083097376,0.036035966,0.037543472,-4.980792046,-1.13730371,-5.755355835,-0.043450188,0.047836237,-0.005032987,-7.383495808,-3.190436363,-5.45486784,0.020366915,0.022474466,-0.004784721,-5.130436897,-6.151017666,-5.457860947,-0.019567143,0.054683305,0.018410075,7.370925426,-0.698543966,-5.673349857,-0.014901334,0.07993605,0.012580619
0,-0.056266606,2.657699347,-9.501275063,0.065738052,-0.033530865,-0.01570522,-5.630850792,-0.729670167,-7.949154854,-0.011057773,0.036834929,-0.026373366,-4.974806309,-1.142092347,-6.053448677,-0.006165365,0.026930105,0.001358697,-7.206315994,-3.27782917,-5.743982792,0.017570551,0.028866149,-0.029153015,-5.086142063,-6.158200741,-5.62007618,-0.020765584,0.019529045,0.013216833,7.551098347,-0.738648891,-5.525500298,-0.02528782,0.005899045,0.037881035
0,-0.114927538,2.379359245,-9.439023018,0.004084936,-0.007697811,0.023577005,-5.540464878,-0.976285517,-8.064082146,0.021699607,-0.012034821,0.01770262,-4.957447052,-1.289343357,-6.202495575,-0.016818171,0.013880418,-0.000638705,-7.157830715,-3.242512941,-5.81461525,-0.007996183,-0.012812954,0.021847295,-4.918539524,-6.074997902,-5.619477749,-0.01424074,-0.001776569,-0.003161857,7.455924034,-0.711114168,-5.595534325,0.036098976,0.009893847,-0.00233331
0,0.016161686,2.491293907,-9.453987122,0.011541901,-0.018616937,-0.006117694,-5.552436829,-0.82304877,-8.09999752,-0.004799249,0.018059356,-0.014255798,-4.938891411,-1.240858316,-6.169573784,-0.008162766,0.029326987,0.015606825,-7.185964108,-3.047375441,-5.680532932,0.028356519,0.062156171,-0.003586281,-4.95864439,-6.359922409,-5.58296442,0.042219136,0.075189956,0.034256127,7.611555099,-0.601573825,-5.401594162,-0.077087089,0.023209855,0.035084672
0,-0.047886476,1.859790921,-9.431241035,-0.034265168,-0.080003731,0.099611409,-5.604513168,-1.435995698,-8.162848473,0.063645035,-0.00937162,0.01756946,-4.722204685,-1.264202952,-6.066617489,0.01913505,0.016410459,0.027324913,-7.480465889,-3.932676792,-5.811023712,0.126229182,-0.020136759,-0.003586281,-4.770689964,-6.261156559,-5.802044868,0.066187948,-0.002575529,0.032125562,7.573844433,-0.794316888,-5.516521931,-0.076953933,-0.020999292,0.059985608
0,-0.167004079,2.092638969,-9.232512474,0.01047662,-0.167223588,0.017052161,-5.597330093,-1.717328668,-8.1173563,0.147402719,-0.020557066,-0.065655589,-4.941884041,-1.992077351,-6.060033321,-0.010559647,-0.073339432,-0.054435376,-7.551696777,-3.786024332,-5.509937286,-0.030633397,-0.028126365,-0.0342131,-4.814984798,-6.562841415,-5.23698473,-0.016104981,0.016732682,-0.036984518,7.430184841,-1.504832506,-5.506944656,0.001077875,0.04491495,0.032021992
0,-0.540518582,2.360803127,-9.53659153,0.033646476,0.001756555,0.024509124,-5.311208725,-1.450361609,-8.03834343,0.027558651,0.020988878,0.019700022,-4.658156872,-1.969929814,-6.225840092,0.013276007,0.060220126,-0.048842654,-6.771147251,-3.915916443,-5.828980923,-0.051939011,0.033393592,-0.057382952,-4.24992466,-6.519145012,-5.677540302,-0.025825666,-0.030006506,-0.019407388,7.82405138,-1.644900441,-5.305222511,0.001344196,-0.019934012,-0.034158569
0,-0.700938284,1.97591567,-9.689229012,0.038706556,-0.026473382,0.021579603,-5.260329247,-1.996267438,-8.232283592,-0.077371493,0.081709877,-0.021579603,-4.664142609,-1.463530421,-6.028308392,-0.164492697,-0.03485617,0.070202455,-6.468265533,-3.203605175,-5.662575722,-0.032364476,-0.033452768,0.036628064,-4.431893349,-6.453899384,-5.725426674,0.028903127,-0.028541746,0.011885231,7.604970455,-1.194168925,-5.594337463,-0.027551541,0.009361207,-0.006461272
0,-0.160419688,2.044153929,-9.591062546,0.006082338,0.018934205,0.025840726,-5.369869709,-1.41624248,-8.079645157,-0.053535838,-0.062901974,0.036478192,-4.808999062,-1.455748796,-5.992992401,-0.01495393,0.003627091,-0.010625711,-6.957305908,-3.207196712,-5.697293282,0.067239262,-0.046102975,-0.007447923,-4.883223057,-6.617311954,-5.663174152,0.025840444,0.027385488,0.032924525,7.651659966,-1.230682373,-5.491381645,-0.018230336,-0.00209056,0.056390285
0,-0.204714671,2.112990618,-9.489303589,0.028053751,0.008281399,0.025308086,-5.37106657,-1.567683458,-8.291543007,0.086948045,0.019657277,-0.090822846,-4.920335293,-1.695181131,-6.37488699,-0.157701537,0.021870023,-0.040187247,-7.148851871,-3.514268637,-5.616484642,-0.056066971,0.109161675,0.128375351,-4.612066269,-6.749000072,-5.440502167,-0.041938037,0.133380905,0.02453544,7.642082691,-0.557278872,-4.923327923,-0.127954245,0.040520664,0.03255463
0,-0.119716182,2.181827545,-10.07591248,-0.117223896,-0.018084297,0.16019924,-4.81079483,-1.192373157,-8.467525482,0.0797574,-0.027880872,0.160317063,-4.410943031,-1.476100564,-6.510764599,0.024860933,-0.056161784,0.10455776,-6.7879076,-3.635780573,-6.230628967,0.01397523,0.056563448,0.001873283,-4.390591145,-6.36052084,-5.721835136,-0.060447287,0.002218234,-0.021271627,7.590006351,-0.747029006,-5.527296066,-0.032611623,0.001105282,-0.019244639
0,0.184362918,1.648491859,-9.430642128,0.01074294,0.027323291,-0.003987133,-5.272899151,-1.279765964,-8.213129044,0.012112081,0.018725157,0.007981935,-4.690480232,-1.267794371,-6.401224613,-0.019081892,-0.004761994,0.006418779,-7.123113155,-3.370010614,-6.042075634,0.038876165,0.024738187,0.100944385,-4.443864822,-6.324605942,-5.6847229,-0.045000717,0.107814178,0.055694897,7.778559208,-0.665023386,-5.024488449,0.049548145,0.043583348,0.011648498
0,0.225066423,1.735286117,-9.704792976,0.051623084,-0.084930658,-0.079488896,-5.304624081,-1.557507515,-8.607593536,-0.009326692,0.070657589,-0.050874822,-4.28224802,-1.439587116,-6.587981701,-0.199513793,0.033454951,-0.041518848,-6.524532318,-3.388566732,-6.480237007,-0.116921127,-0.02240048,-0.017301768,-4.688086033,-6.197706699,-6.058835983,-0.177228674,0.015134761,-0.102632433,7.738454342,-0.613545477,-5.266913414,0.115861863,0.152241975,-0.113921456
0,0.606362462,1.528177142,-9.679053307,0.19916445,0.0796552,-0.079488896,-4.370239258,-0.702733994,-8.470519066,-0.017848937,0.105678692,-0.005334073,-3.915916443,-0.90565294,-6.902835369,-0.010559647,-0.017012721,0.045701005,-6.365908146,-2.742697716,-6.92079258,-0.005066661,0.01222114,0.1005449,-4.140384197,-5.626660824,-6.654424191,0.005866433,0.032445572,0.061820261,8.22150898,-0.540518582,-4.727591991,-0.030347904,-0.052158751,-0.010855555
